relative_time,S1_EDA,S2_EDA,S3_EDA,S4_EDA,S5_EDA,S6_EDA,S7_EDA,S8_EDA,S9_EDA,S10_EDA
6516.75,0.105342,0.361624,0.249905,0.109173,0.153999,1.015066,0.247252,1.376734,0.321633,0.357758
6517.0,0.111749,0.401348,0.248623,0.107892,0.15528,1.009942,0.251096,1.443375,0.316508,0.356477
6517.25,0.114312,0.438509,0.248623,0.106611,0.15528,1.009942,0.248533,1.485667,0.316508,0.353914
6517.5,0.111749,0.446197,0.249905,0.106611,0.156561,1.003536,0.251096,1.519087,0.316508,0.355196
6517.75,0.111749,0.451323,0.251186,0.107892,0.153999,1.004817,0.248533,1.543437,0.315226,0.355196
6518.0,0.110468,0.460292,0.249905,0.106611,0.153999,1.002255,0.247252,1.552407,0.317789,0.353914
6518.25,0.111749,0.461574,0.251186,0.107892,0.159123,0.999693,0.251096,1.543437,0.317789,0.360321
6518.5,0.113031,0.4667,0.249905,0.111736,0.15528,0.999693,0.253658,1.522931,0.316508,0.353914
6518.75,0.111749,0.462855,0.248623,0.139924,0.156561,0.995849,0.248533,1.511397,0.321633,0.352633
6519.0,0.116875,0.446197,0.249905,0.138642,0.153999,0.995849,0.249814,1.4973,0.316508,0.355196
6519.25,0.105342,0.428257,0.249905,0.133517,0.156561,0.992006,0.248533,1.484485,0.316508,0.352633
6519.5,0.100217,0.45773,0.249905,0.134799,0.15528,0.992006,0.248533,1.466543,0.321633,0.353914
6519.75,0.100217,0.460292,0.249905,0.134799,0.156561,0.986882,0.248533,1.457572,0.316508,0.355196
6520.0,0.101498,0.456448,0.249905,0.13608,0.156561,0.985601,0.249814,1.457572,0.316508,0.355196
6520.25,0.104061,0.45773,0.248623,0.13608,0.153999,0.98432,0.248533,1.469106,0.316508,0.351352
6520.5,0.105342,0.455167,0.251186,0.133517,0.151437,0.983038,0.248533,1.487048,0.319071,0.356477
6520.75,0.110468,0.450041,0.249905,0.133517,0.15528,0.983038,0.247252,1.487048,0.316508,0.353914
6521.0,0.111749,0.450041,0.251186,0.13608,0.153999,0.980476,0.245971,1.488329,0.317789,0.356477
6521.25,0.107905,0.44876,0.251186,0.132236,0.151437,0.976633,0.245971,1.478077,0.316508,0.357758
6521.5,0.111749,0.444916,0.249905,0.116861,0.156561,0.975352,0.243409,1.471669,0.316508,0.356477
6521.75,0.110468,0.444916,0.249905,0.107892,0.159123,0.971509,0.24469,1.458853,0.316508,0.356477
6522.0,0.113031,0.444916,0.249905,0.123267,0.161685,0.97279,0.24469,1.448601,0.315226,0.355196
6522.25,0.111749,0.441071,0.251186,0.132236,0.159123,0.974071,0.245971,1.437067,0.315226,0.352633
6522.5,0.115594,0.43979,0.251186,0.129674,0.159123,0.968946,0.245971,1.42297,0.316508,0.351352
6522.75,0.110468,0.441071,0.252468,0.114298,0.162967,0.963822,0.245971,1.416562,0.315226,0.360321
6523.0,0.111749,0.43979,0.252468,0.106611,0.162967,0.96126,0.24469,1.408872,0.315226,0.361602
6523.25,0.111749,0.433383,0.253749,0.100205,0.159123,0.959979,0.245971,1.402465,0.315226,0.35904
6523.5,0.111749,0.43082,0.253749,0.088673,0.160404,0.956135,0.24469,1.39862,0.315226,0.35904
6523.75,0.114312,0.43082,0.253749,0.086111,0.162967,0.953573,0.245971,1.396057,0.316508,0.360321
6524.0,0.109187,0.428257,0.253749,0.080986,0.162967,0.953573,0.24469,1.394775,0.315226,0.361602
6524.25,0.111749,0.426976,0.253749,0.078423,0.160404,0.951011,0.24469,1.397338,0.315226,0.357758
6524.5,0.104061,0.424413,0.252468,0.077142,0.157842,0.951011,0.24469,1.384523,0.315226,0.361602
6524.75,0.097654,0.418006,0.252468,0.087392,0.157842,0.945887,0.24469,1.375552,0.315226,0.361602
6525.0,0.089966,0.420569,0.252468,0.098923,0.15528,0.973972,0.24469,1.379396,0.315226,0.360321
6525.25,0.080996,0.419287,0.251186,0.102767,0.160404,0.975253,0.24469,1.379396,0.316508,0.35904
6525.5,0.077151,0.418006,0.252468,0.109173,0.164248,0.972691,0.243409,1.387086,0.315226,0.361602
6525.75,0.07587,0.415443,0.251186,0.110455,0.168091,0.972691,0.24469,1.393494,0.315226,0.362884
6526.0,0.070744,0.411599,0.252468,0.106611,0.170653,0.967566,0.24469,1.383241,0.316508,0.360321
6526.25,0.0669,0.409036,0.251186,0.106611,0.171934,0.968847,0.245971,1.379396,0.315226,0.35904
6526.5,0.065619,0.407755,0.251186,0.110455,0.16681,0.970128,0.24469,1.392212,0.317789,0.362884
6526.75,0.073307,0.403911,0.251186,0.10533,0.165529,0.966285,0.242128,1.388367,0.315226,0.361602
6527.0,0.080996,0.402629,0.251186,0.107892,0.164248,0.962442,0.254939,1.379396,0.315226,0.361602
6527.25,0.091247,0.397503,0.251186,0.109173,0.161685,0.965004,0.266469,1.38196,0.317789,0.362884
6527.5,0.096373,0.397503,0.253749,0.109173,0.162967,0.961161,0.257501,1.38196,0.315226,0.360321
6527.75,0.101498,0.396222,0.251186,0.106611,0.161685,0.958598,0.261344,1.38196,0.312664,0.360321
6528.0,0.10278,0.397503,0.249905,0.107892,0.157842,0.956036,0.257501,1.380678,0.315226,0.361602
6528.25,0.101498,0.394941,0.249905,0.111736,0.161685,0.954755,0.258782,1.369144,0.306257,0.362884
6528.5,0.100217,0.392378,0.251186,0.106611,0.156561,0.950912,0.24469,1.369144,0.015377,0.360321
6528.75,0.100217,0.387252,0.251186,0.107892,0.161685,0.956036,0.248533,1.366581,0.293443,0.361602
6529.0,0.100217,0.385971,0.249905,0.110455,0.156561,0.949631,0.245971,1.364018,0.328041,0.361602
6529.25,0.104061,0.385971,0.255031,0.109173,0.160404,0.94835,0.247252,1.35761,0.317789,0.35904
6529.5,0.101498,0.380845,0.251186,0.110455,0.156561,0.947069,0.247252,1.360173,0.317789,0.366728
6529.75,0.10278,0.37572,0.251186,0.113017,0.156561,0.944506,0.249814,1.358891,0.317789,0.361602
6530.0,0.101498,0.37572,0.251186,0.110455,0.15528,0.944506,0.253658,1.351202,0.320352,0.362884
6530.25,0.098935,0.37572,0.249905,0.111736,0.156561,0.941944,0.251096,1.355047,0.284473,0.362884
6530.5,0.100217,0.378282,0.251186,0.113017,0.159123,0.939382,0.252377,1.358891,0.021784,0.360321
6530.75,0.100217,0.37572,0.249905,0.114298,0.153999,0.939382,0.252377,1.349921,0.401081,0.364165
6531.0,0.098935,0.370594,0.253749,0.113017,0.15528,0.939382,0.252377,1.352484,0.320352,0.362884
6531.25,0.10278,0.370594,0.251186,0.111736,0.152718,0.938101,0.253658,1.351202,0.319071,0.35904
6531.5,0.104061,0.369312,0.251186,0.114298,0.153999,0.932976,0.254939,1.351202,0.242186,0.360321
6531.75,0.10278,0.361624,0.249905,0.111736,0.15528,0.931695,0.252377,1.353765,0.014096,0.353914
6532.0,0.10278,0.352654,0.251186,0.113017,0.153999,0.931695,0.253658,1.379396,0.015377,0.35007
6532.25,0.101498,0.352654,0.251186,0.114298,0.15528,0.929133,0.254939,1.344794,0.012814,0.347508
6532.5,0.098935,0.34881,0.251186,0.114298,0.153999,0.927852,0.25622,1.331979,0.014096,0.347508
6532.75,0.098935,0.356498,0.252468,0.114298,0.156561,0.92529,0.25622,1.329416,0.319071,0.348789
6533.0,0.106624,0.35778,0.249905,0.114298,0.15528,0.922728,0.257501,1.325571,0.320352,0.344945
6533.25,0.104061,0.34881,0.251186,0.114298,0.151437,0.920165,0.25622,1.320445,0.097387,0.346226
6533.5,0.098935,0.360343,0.249905,0.114298,0.153999,0.921447,0.257501,1.330697,0.304975,0.346226
6533.75,0.101498,0.364187,0.251186,0.114298,0.152718,0.920165,0.257501,1.370426,0.316508,0.346226
6534.0,0.100217,0.360343,0.251186,0.113017,0.151437,0.921447,0.257501,1.430659,0.025628,0.347508
6534.25,0.101498,0.353936,0.251186,0.114298,0.153999,0.917603,0.261344,1.520368,0.276784,0.347508
6534.5,0.100217,0.353936,0.249905,0.11558,0.152718,0.916322,0.258782,1.567786,0.124297,0.351352
6534.75,0.104061,0.350091,0.251186,0.113017,0.153999,0.915041,0.260063,1.607515,0.174272,0.348789
6535.0,0.10278,0.346247,0.249905,0.113017,0.150156,0.911198,0.261344,1.611359,0.015377,0.348789
6535.25,0.101498,0.347529,0.249905,0.114298,0.153999,0.908636,0.265188,1.597262,0.015377,0.348789
6535.5,0.10278,0.347529,0.251186,0.11558,0.152718,0.909917,0.262625,1.58701,0.111483,0.35007
6535.75,0.096373,0.343684,0.252468,0.113017,0.152718,0.907355,0.262625,1.584446,0.297287,0.347508
6536.0,0.097654,0.343684,0.251186,0.111736,0.153999,0.903511,0.262625,1.542155,0.316508,0.344945
6536.25,0.096373,0.344966,0.251186,0.111736,0.152718,0.908636,0.262625,1.52165,0.316508,0.346226
6536.5,0.097654,0.33984,0.251186,0.111736,0.151437,0.903511,0.262625,1.511397,0.317789,0.346226
6536.75,0.095091,0.338559,0.249905,0.113017,0.156561,0.898387,0.260063,1.484485,0.320352,0.346226
6537.0,0.095091,0.335996,0.249905,0.113017,0.153999,0.899668,0.261344,1.487048,0.316508,0.348789
6537.25,0.095091,0.333433,0.249905,0.113017,0.15528,0.897106,0.261344,1.481921,0.317789,0.35007
6537.5,0.097654,0.333433,0.251186,0.111736,0.156561,0.898387,0.262625,1.466543,0.093543,0.348789
6537.75,0.097654,0.323182,0.248623,0.113017,0.153999,0.897106,0.262625,1.458853,0.014096,0.348789
6538.0,0.097654,0.324463,0.251186,0.110455,0.156561,0.893262,0.262625,1.458853,0.015377,0.347508
6538.25,0.100217,0.325745,0.249905,0.111736,0.153999,0.893262,0.261344,1.458853,0.016658,0.35007
6538.5,0.10278,0.3219,0.253749,0.111736,0.153999,0.8907,0.262625,1.453727,0.014096,0.347508
6538.75,0.097654,0.3219,0.251186,0.113017,0.153999,0.886857,0.262625,1.449882,0.015377,0.348789
6539.0,0.098935,0.319338,0.251186,0.114298,0.15528,0.888138,0.262625,1.45629,0.014096,0.347508
6539.25,0.097654,0.3219,0.251186,0.111736,0.152718,0.885576,0.266469,1.447319,0.015377,0.347508
6539.5,0.096373,0.323182,0.251186,0.110455,0.157842,0.885576,0.262625,1.448601,0.014096,0.347508
6539.75,0.097654,0.319338,0.251186,0.109173,0.162967,0.888138,0.261344,1.444756,0.016658,0.348789
6540.0,0.096373,0.320619,0.249905,0.11558,0.160404,0.888138,0.261344,1.444756,0.014096,0.35007
6540.25,0.101498,0.3219,0.252468,0.114298,0.162967,0.899668,0.262625,1.442193,0.016658,0.347508
6540.5,0.096373,0.323182,0.248623,0.110455,0.162967,0.898387,0.262625,1.438348,0.012814,0.35007
6540.75,0.097654,0.3219,0.251186,0.113017,0.162967,0.903511,0.261344,1.435785,0.015377,0.348789
6541.0,0.097654,0.319338,0.249905,0.111736,0.162967,0.917603,0.263907,1.431941,0.016658,0.351352
6541.25,0.098935,0.319338,0.251186,0.111736,0.15528,0.92529,0.261344,1.424251,0.014096,0.35007
6541.5,0.097654,0.319338,0.251186,0.110455,0.15528,0.926571,0.260063,1.429377,0.015377,0.35007
6541.75,0.097654,0.320619,0.251186,0.114298,0.168091,0.922728,0.261344,1.420406,0.015377,0.353914
6542.0,0.096373,0.314212,0.251186,0.109173,0.175778,0.924009,0.260063,1.471669,0.015377,0.355196
6542.25,0.096373,0.312931,0.249905,0.109173,0.170653,0.924009,0.261344,1.479358,0.015377,0.351352
6542.5,0.097654,0.311649,0.251186,0.110455,0.173215,0.92529,0.265188,1.484485,0.016658,0.35007
6542.75,0.095091,0.311649,0.249905,0.111736,0.170653,0.921447,0.261344,1.483203,0.016658,0.35007
6543.0,0.101498,0.311649,0.255031,0.113017,0.168091,0.924009,0.261344,1.479358,0.01794,0.35007
6543.25,0.097654,0.311649,0.251186,0.113017,0.16681,0.91376,0.261344,1.484485,0.014096,0.348789
6543.5,0.097654,0.311649,0.251186,0.113017,0.168091,0.909917,0.260063,1.488329,0.015377,0.351352
6543.75,0.095091,0.307805,0.251186,0.110455,0.168091,0.907355,0.260063,1.474232,0.014096,0.35007
6544.0,0.097654,0.309086,0.249905,0.111736,0.169372,0.906073,0.258782,1.46398,0.014096,0.355196
6544.25,0.095091,0.303961,0.251186,0.111736,0.171934,0.900949,0.258782,1.460135,0.015377,0.35007
6544.5,0.095091,0.305242,0.251186,0.110455,0.175778,0.895825,0.258782,1.457572,0.014096,0.348789
6544.75,0.09381,0.307805,0.251186,0.110455,0.177059,0.899668,0.260063,1.446038,0.014096,0.35007
6545.0,0.095091,0.302679,0.249905,0.114298,0.175778,0.895825,0.260063,1.470387,0.231935,0.348789
6545.25,0.092528,0.302679,0.251186,0.109173,0.175778,0.894544,0.258782,1.484485,0.046131,0.35007
6545.5,0.095091,0.301398,0.251186,0.110455,0.173215,0.899668,0.258782,1.503708,0.014096,0.351352
6545.75,0.09381,0.301398,0.252468,0.111736,0.171934,0.90223,0.260063,1.519087,0.016658,0.35007
6546.0,0.096373,0.298835,0.251186,0.110455,0.171934,0.926571,0.260063,1.526776,0.014096,0.348789
6546.25,0.097654,0.298835,0.251186,0.111736,0.170653,0.91376,0.258782,1.511397,0.014096,0.35007
6546.5,0.095091,0.300116,0.251186,0.109173,0.171934,0.908636,0.258782,1.510116,0.015377,0.35007
6546.75,0.09381,0.296272,0.252468,0.113017,0.171934,0.903511,0.258782,1.511397,0.014096,0.348789
6547.0,0.095091,0.294991,0.252468,0.113017,0.168091,0.906073,0.257501,1.492174,0.014096,0.35007
6547.25,0.095091,0.296272,0.252468,0.111736,0.170653,0.909917,0.257501,1.338386,0.015377,0.35007
6547.5,0.095091,0.291147,0.252468,0.110455,0.169372,0.899668,0.258782,1.335823,0.014096,0.35007
6547.75,0.098935,0.292428,0.252468,0.110455,0.168091,0.895825,0.257501,1.371707,0.016658,0.35007
6548.0,0.095091,0.292428,0.252468,0.109173,0.168091,0.8907,0.257501,1.407591,0.015377,0.348789
6548.25,0.096373,0.288584,0.252468,0.111736,0.169372,0.885576,0.257501,1.396057,0.014096,0.351352
6548.5,0.096373,0.292428,0.253749,0.114298,0.170653,0.886857,0.258782,1.330697,0.014096,0.35007
6548.75,0.095091,0.288584,0.253749,0.111736,0.161685,0.880451,0.258782,1.421688,0.015377,0.351352
6549.0,0.100217,0.287302,0.252468,0.110455,0.161685,0.87917,0.258782,1.38196,0.016658,0.35007
6549.25,0.100217,0.286021,0.252468,0.111736,0.157842,0.876608,0.261344,1.385804,0.014096,0.352633
6549.5,0.098935,0.286021,0.252468,0.113017,0.161685,0.87917,0.258782,1.411435,0.015377,0.348789
6549.75,0.098935,0.282177,0.252468,0.111736,0.157842,0.872765,0.260063,1.433222,0.015377,0.348789
6550.0,0.097654,0.286021,0.252468,0.114298,0.157842,0.871484,0.260063,1.43963,0.015377,0.347508
6550.25,0.097654,0.280895,0.252468,0.111736,0.159123,0.868922,0.260063,1.440912,0.015377,0.351352
6550.5,0.097654,0.282177,0.252468,0.113017,0.156561,0.871484,0.260063,1.444756,0.014096,0.351352
6550.75,0.100217,0.280895,0.252468,0.111736,0.162967,0.86764,0.258782,1.451164,0.015377,0.351352
6551.0,0.098935,0.282177,0.253749,0.111736,0.157842,0.866359,0.258782,1.453727,0.015377,0.35007
6551.25,0.100217,0.280895,0.252468,0.113017,0.159123,0.865078,0.260063,1.383241,0.016658,0.351352
6551.5,0.096373,0.277051,0.256313,0.111736,0.151437,0.859954,0.258782,1.370426,0.015377,0.351352
6551.75,0.096373,0.277051,0.251186,0.11558,0.156561,0.862516,0.257501,1.376833,0.014096,0.347508
6552.0,0.101498,0.277051,0.251186,0.113017,0.156561,0.861235,0.260063,1.372989,0.016658,0.348789
6552.25,0.096373,0.273207,0.253749,0.116861,0.156561,0.857392,0.258782,1.392212,0.015377,0.347508
6552.5,0.097654,0.274488,0.252468,0.114298,0.157842,0.856111,0.258782,1.41528,0.015377,0.347508
6552.75,0.097654,0.27577,0.252468,0.113017,0.156561,0.850986,0.257501,1.437067,0.016658,0.348789
6553.0,0.096373,0.274488,0.251186,0.113017,0.160404,0.856111,0.257501,1.451164,0.014096,0.35007
6553.25,0.097654,0.274488,0.251186,0.11558,0.165529,0.849705,0.258782,1.446038,0.015377,0.35007
6553.5,0.097654,0.273207,0.251186,0.114298,0.169372,0.849705,0.260063,1.45629,0.015377,0.351352
6553.75,0.098935,0.274488,0.251186,0.114298,0.173215,0.845862,0.258782,1.465261,0.015377,0.353914
6554.0,0.100217,0.271925,0.252468,0.114298,0.171934,0.847143,0.261344,1.498582,0.319071,0.355196
6554.25,0.096373,0.270644,0.251186,0.11558,0.177059,0.844581,0.258782,1.537029,0.316508,0.353914
6554.5,0.098935,0.274488,0.251186,0.114298,0.177059,0.839456,0.260063,1.576757,0.316508,0.353914
6554.75,0.100217,0.270644,0.249905,0.114298,0.169372,0.839456,0.262625,1.617767,0.317789,0.352633
6555.0,0.098935,0.265518,0.251186,0.11558,0.16681,0.838175,0.260063,1.629301,0.315226,0.351352
6555.25,0.100217,0.251423,0.251186,0.113017,0.16681,0.849705,0.260063,1.62802,0.083292,0.355196
6555.5,0.100217,0.24886,0.251186,0.113017,0.16681,0.853548,0.258782,1.617767,0.319071,0.352633
6555.75,0.098935,0.250142,0.253749,0.114298,0.161685,0.842018,0.257501,1.60367,0.316508,0.351352
6556.0,0.098935,0.255267,0.249905,0.11558,0.165529,0.842018,0.258782,1.581883,0.316508,0.352633
6556.25,0.098935,0.246297,0.251186,0.116861,0.157842,0.8433,0.257501,1.553689,0.317789,0.352633
6556.5,0.101498,0.255267,0.251186,0.119424,0.161685,0.839456,0.258782,1.547281,0.320352,0.351352
6556.75,0.100217,0.2668,0.251186,0.119424,0.159123,0.840737,0.260063,1.543437,0.321633,0.352633
6557.0,0.097654,0.265518,0.251186,0.116861,0.156561,0.838175,0.238285,1.533184,0.321633,0.351352
6557.25,0.106624,0.262956,0.252468,0.116861,0.15528,0.834332,0.171667,1.520368,0.316508,0.35007
6557.5,0.113031,0.261674,0.252468,0.118142,0.153999,0.835613,0.180635,1.52165,0.316508,0.353914
6557.75,0.105342,0.265518,0.252468,0.116861,0.152718,0.834332,0.185759,1.502427,0.321633,0.348789
6558.0,0.107905,0.260393,0.255031,0.11558,0.151437,0.834332,0.192165,1.494737,0.315226,0.35007
6558.25,0.098935,0.261674,0.252468,0.114298,0.148874,0.833051,0.194727,1.501145,0.316508,0.348789
6558.5,0.104061,0.259111,0.252468,0.11558,0.150156,0.833051,0.181916,1.496019,0.320352,0.347508
6558.75,0.113031,0.259111,0.253749,0.116861,0.150156,0.827926,0.170386,1.489611,0.316508,0.348789
6559.0,0.109187,0.259111,0.255031,0.116861,0.147593,0.834332,0.194727,1.494737,0.315226,0.351352
6559.25,0.116875,0.260393,0.253749,0.113017,0.147593,0.822802,0.19857,1.485766,0.316508,0.351352
6559.5,0.115594,0.260393,0.255031,0.113017,0.153999,0.826645,0.193446,1.484485,0.316508,0.351352
6559.75,0.115594,0.25783,0.255031,0.113017,0.148874,0.817678,0.189603,1.48064,0.315226,0.348789
6560.0,0.114312,0.25783,0.255031,0.111736,0.148874,0.804867,0.188322,1.478077,0.315226,0.35007
6560.25,0.118157,0.255267,0.255031,0.109173,0.147593,0.809991,0.189603,1.474232,0.316508,0.35007
6560.5,0.120719,0.252704,0.255031,0.148892,0.147593,0.821521,0.197289,1.478077,0.320352,0.353914
6560.75,0.120719,0.25783,0.253749,0.141205,0.147593,0.833051,0.178073,1.48064,0.316508,0.355196
6561.0,0.118157,0.255267,0.255031,0.138642,0.146312,0.838175,0.160137,1.472951,0.316508,0.352633
6561.25,0.119438,0.252704,0.255031,0.137361,0.151437,0.835613,0.184478,1.476795,0.316508,0.353914
6561.5,0.119438,0.253986,0.255031,0.133517,0.151437,0.830489,0.226755,1.479358,0.316508,0.353914
6561.75,0.122001,0.252704,0.253749,0.133517,0.147593,0.849705,0.242128,1.481921,0.316508,0.35007
6562.0,0.119438,0.250142,0.253749,0.134799,0.146312,0.859954,0.254939,1.479358,0.317789,0.351352
6562.25,0.120719,0.251423,0.255031,0.137361,0.15528,0.857392,0.25622,1.476795,0.316508,0.351352
6562.5,0.116875,0.25783,0.252468,0.134799,0.151437,0.854829,0.257501,1.471669,0.316508,0.35007
6562.75,0.116875,0.252704,0.253749,0.138642,0.152718,0.865078,0.25622,1.466543,0.316508,0.35007
6563.0,0.120719,0.24886,0.253749,0.134799,0.152718,0.877889,0.254939,1.452446,0.316508,0.352633
6563.25,0.114312,0.250142,0.252468,0.137361,0.152718,0.877889,0.257501,1.437067,0.317789,0.35007
6563.5,0.110468,0.250142,0.253749,0.13608,0.15528,0.861235,0.262625,1.435785,0.316508,0.35007
6563.75,0.109187,0.243735,0.252468,0.134799,0.153999,0.853548,0.262625,1.437067,0.316508,0.35007
6564.0,0.106624,0.245016,0.253749,0.134799,0.157842,0.850986,0.260063,1.431941,0.316508,0.348789
6564.25,0.107905,0.247579,0.253749,0.13608,0.153999,0.848424,0.263907,1.390931,0.316508,0.35007
6564.5,0.107905,0.243735,0.253749,0.133517,0.160404,0.850986,0.262625,1.392212,0.317789,0.353914
6564.75,0.110468,0.242453,0.253749,0.134799,0.156561,0.857392,0.263907,1.385804,0.317789,0.355196
6565.0,0.111749,0.245016,0.253749,0.139924,0.156561,0.852267,0.263907,1.389649,0.319071,0.352633
6565.25,0.109187,0.242453,0.255031,0.13608,0.156561,0.8433,0.265188,1.401183,0.317789,0.352633
6565.5,0.105342,0.2668,0.255031,0.132236,0.156561,0.844581,0.25622,1.405028,0.317789,0.351352
6565.75,0.110468,0.260393,0.255031,0.133517,0.157842,0.858673,0.258782,1.405028,0.317789,0.35007
6566.0,0.105342,0.252704,0.257594,0.132236,0.157842,0.863797,0.260063,1.405028,0.317789,0.351352
6566.25,0.109187,0.251423,0.256313,0.132236,0.159123,0.862516,0.257501,1.407591,0.317789,0.35007
6566.5,0.107905,0.250142,0.257594,0.13608,0.157842,0.858673,0.261344,1.405028,0.319071,0.351352
6566.75,0.107905,0.250142,0.258876,0.133517,0.159123,0.862516,0.257501,1.403746,0.317789,0.35007
6567.0,0.110468,0.250142,0.260157,0.137361,0.15528,0.862516,0.257501,1.416562,0.317789,0.35007
6567.25,0.107905,0.24886,0.260157,0.13608,0.15528,0.861235,0.257501,1.408872,0.317789,0.348789
6567.5,0.109187,0.24886,0.260157,0.134799,0.157842,0.865078,0.258782,1.421688,0.316508,0.348789
6567.75,0.109187,0.24886,0.258876,0.141205,0.153999,0.863797,0.261344,1.425533,0.316508,0.348789
6568.0,0.106624,0.24886,0.257594,0.13608,0.153999,0.863797,0.262625,1.42297,0.316508,0.351352
6568.25,0.109187,0.250142,0.256313,0.13608,0.156561,0.865078,0.261344,1.425533,0.316508,0.35007
6568.5,0.107905,0.250142,0.256313,0.104048,0.15528,0.859954,0.262625,1.428096,0.316508,0.351352
6568.75,0.106624,0.251423,0.256313,0.101486,0.152718,0.850986,0.260063,1.424251,0.321633,0.348789
6569.0,0.106624,0.247579,0.257594,0.119424,0.151437,0.850986,0.258782,1.376833,0.321633,0.347508
6569.25,0.107905,0.24886,0.258876,0.120705,0.151437,0.848424,0.260063,1.367862,0.317789,0.346226
6569.5,0.107905,0.245016,0.258876,0.12583,0.152718,0.845862,0.258782,1.375552,0.316508,0.347508
6569.75,0.105342,0.247579,0.257594,0.129674,0.15528,0.844581,0.260063,1.375552,0.321633,0.344945
6570.0,0.09381,0.245016,0.256313,0.129674,0.151437,0.856111,0.253658,1.383241,0.315226,0.346226
6570.25,0.082277,0.246297,0.257594,0.129674,0.152718,0.866359,0.25622,1.392212,0.317789,0.344945
6570.5,0.092528,0.247579,0.257594,0.132236,0.151437,0.871484,0.25622,1.396057,0.317789,0.346226
6570.75,0.091247,0.246297,0.257594,0.132236,0.151437,0.870203,0.252377,1.392212,0.317789,0.346226
6571.0,0.089966,0.246297,0.256313,0.130955,0.151437,0.866359,0.249814,1.39862,0.317789,0.35007
6571.25,0.088684,0.241172,0.257594,0.133517,0.152718,0.863797,0.249814,1.396057,0.317789,0.346226
6571.5,0.092528,0.218106,0.256313,0.134799,0.150156,0.861235,0.254939,1.393494,0.317789,0.344945
6571.75,0.087403,0.204011,0.256313,0.133517,0.152718,0.859954,0.252377,1.392212,0.317789,0.343664
6572.0,0.098935,0.205292,0.256313,0.133517,0.152718,0.859954,0.252377,1.394775,0.316508,0.344945
6572.25,0.100217,0.198885,0.257594,0.132236,0.15528,0.857392,0.252377,1.392212,0.317789,0.342382
6572.5,0.098935,0.197604,0.257594,0.133517,0.148874,0.853548,0.252377,1.360173,0.317789,0.343664
6572.75,0.096373,0.192478,0.256313,0.134799,0.146312,0.853548,0.254939,1.358891,0.316508,0.341101
6573.0,0.097654,0.189915,0.256313,0.132236,0.152718,0.849705,0.253658,1.387086,0.317789,0.341101
6573.25,0.104061,0.186071,0.257594,0.134799,0.157842,0.850986,0.254939,1.405028,0.317789,0.342382
6573.5,0.097654,0.18479,0.257594,0.133517,0.160404,0.848424,0.253658,1.413999,0.316508,0.341101
6573.75,0.097654,0.183508,0.257594,0.133517,0.161685,0.844581,0.252377,1.411435,0.317789,0.347508
6574.0,0.097654,0.189915,0.256313,0.134799,0.157842,0.847143,0.252377,1.411435,0.320352,0.343664
6574.25,0.096373,0.187353,0.256313,0.13608,0.159123,0.849705,0.252377,1.41528,0.317789,0.342382
6574.5,0.097654,0.196322,0.256313,0.137361,0.156561,0.850986,0.252377,1.407591,0.315226,0.341101
6574.75,0.097654,0.188634,0.256313,0.133517,0.159123,0.845862,0.251096,1.406309,0.315226,0.342382
6575.0,0.096373,0.180946,0.256313,0.137361,0.161685,0.840737,0.251096,1.411435,0.315226,0.343664
6575.25,0.097654,0.179664,0.256313,0.137361,0.162967,0.838175,0.254939,1.416562,0.315226,0.338538
6575.5,0.098935,0.178383,0.256313,0.137361,0.16681,0.840737,0.249814,1.405028,0.315226,0.33982
6575.75,0.098935,0.180946,0.256313,0.13608,0.164248,0.835613,0.253658,1.405028,0.315226,0.33982
6576.0,0.097654,0.182227,0.257594,0.138642,0.161685,0.833051,0.251096,1.405028,0.317789,0.341101
6576.25,0.098935,0.179664,0.257594,0.138642,0.156561,0.849705,0.254939,1.383241,0.317789,0.33982
6576.5,0.097654,0.180946,0.256313,0.137361,0.159123,0.850986,0.251096,1.339668,0.316508,0.338538
6576.75,0.098935,0.182227,0.256313,0.138642,0.15528,0.849705,0.251096,1.365299,0.315226,0.33982
6577.0,0.097654,0.179664,0.255031,0.139924,0.156561,0.844581,0.248533,1.38196,0.316508,0.341101
6577.25,0.097654,0.180946,0.256313,0.141205,0.153999,0.844581,0.248533,1.383241,0.316508,0.341101
6577.5,0.100217,0.182227,0.258876,0.138642,0.153999,0.8433,0.249814,1.394775,0.316508,0.342382
6577.75,0.098935,0.182227,0.256313,0.141205,0.153999,0.8433,0.249814,1.389649,0.315226,0.347508
6578.0,0.098935,0.18479,0.256313,0.139924,0.152718,0.839456,0.248533,1.384523,0.317789,0.33982
6578.25,0.100217,0.18479,0.255031,0.141205,0.153999,0.834332,0.248533,1.369144,0.315226,0.33982
6578.5,0.100217,0.182227,0.253749,0.139924,0.148874,0.83177,0.247252,1.344794,0.320352,0.341101
6578.75,0.100217,0.191197,0.255031,0.143767,0.150156,0.835613,0.247252,1.379396,0.317789,0.341101
6579.0,0.096373,0.204011,0.255031,0.141205,0.152718,0.830489,0.247252,1.390931,0.316508,0.341101
6579.25,0.096373,0.200167,0.255031,0.143767,0.151437,0.829207,0.248533,1.387086,0.316508,0.33982
6579.5,0.096373,0.200167,0.253749,0.139924,0.152718,0.834332,0.248533,1.38196,0.317789,0.341101
6579.75,0.096373,0.198885,0.253749,0.139924,0.150156,0.833051,0.247252,1.384523,0.316508,0.342382
